,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
513,La Bécasse,12392,Valid,L6,2800.0,Fell,1879.0,47.08333,1.75,"(47.083330, 1.750000)"
514,La Charca,12394,Valid,OC,399.0,Fell,1878.0,20.66667,-101.28333,"(20.666670, -101.283330)"
515,La Colina,12395,Valid,H5,2000.0,Fell,1924.0,-37.33333,-61.53333000000001,"(-37.333330, -61.533330)"
516,La Criolla,12396,Valid,L6,45000.0,Fell,1985.0,-31.23333,-58.166669999999996,"(-31.233330, -58.166670)"
517,Laborel,12408,Valid,H5,3833.0,Fell,1871.0,44.28333,5.58333,"(44.283330, 5.583330)"
518,Lahrauli,12433,Valid,Ureilite,900.0,Fell,1955.0,26.78333,82.71667,"(26.783330, 82.716670)"
519,L'Aigle,12434,Valid,L6,37000.0,Fell,1803.0,48.76667,0.6333300000000001,"(48.766670, 0.633330)"
520,Lakangaon,12435,Valid,Eucrite-mmict,212.5,Fell,1910.0,21.866670000000003,76.03333,"(21.866670, 76.033330)"
521,Lalitpur,12451,Valid,L6,372.0,Fell,1887.0,24.45,78.56667,"(24.450000, 78.566670)"
522,Lancé,12455,Valid,CO3.5,51700.0,Fell,1872.0,47.7,1.06667,"(47.700000, 1.066670)"
523,Lancon,12456,Valid,H6,7000.0,Fell,1897.0,43.75,5.11667,"(43.750000, 5.116670)"
524,Långhalsen,12461,Valid,L6,2300.0,Fell,1947.0,58.85,16.73333,"(58.850000, 16.733330)"
525,Lanxi,12464,Valid,L6,1282.0,Fell,1986.0,46.24167,126.19611,"(46.241670, 126.196110)"
526,Lanzenkirchen,12465,Valid,L4,7000.0,Fell,1925.0,47.75,16.23333,"(47.750000, 16.233330)"
527,Laochenzhen,12466,Valid,H5,14250.0,Fell,1987.0,33.13333,115.16667,"(33.133330, 115.166670)"
528,Launton,12740,Valid,L6,1060.0,Fell,1830.0,51.9,-1.11667,"(51.900000, -1.116670)"
529,Lavrentievka,12743,Valid,L6,800.0,Fell,1938.0,52.45,51.56667,"(52.450000, 51.566670)"
530,Le Pressoir,12748,Valid,H5,3000.0,Fell,1845.0,47.16667,0.43333,"(47.166670, 0.433330)"
531,Le Teilleul,12749,Valid,Howardite,780.0,Fell,1845.0,48.53333,-0.86667,"(48.533330, -0.866670)"
532,Leedey,12755,Valid,L6,51500.0,Fell,1943.0,35.88333,-99.33333,"(35.883330, -99.333330)"
533,Leeuwfontein,12756,Valid,L6,460.0,Fell,1912.0,-25.66667,28.366670000000003,"(-25.666670, 28.366670)"
534,Leighlinbridge,12759,Valid,L6,271.4,Fell,1999.0,52.666669999999996,-6.96667,"(52.666670, -6.966670)"
535,Leighton,12760,Valid,H5,877.0,Fell,1907.0,34.58333,-87.5,"(34.583330, -87.500000)"
536,Leonovka,12765,Valid,L6,700.0,Fell,1900.0,52.26667,32.85,"(52.266670, 32.850000)"
537,Les Ormes,12769,Valid,L6,125.0,Fell,1857.0,48.35,3.25,"(48.350000, 3.250000)"
538,Lesves,12772,Valid,L6,2000.0,Fell,1896.0,50.36667,4.7333300000000005,"(50.366670, 4.733330)"
539,Lichtenberg,14646,Valid,H6,4000.0,Fell,1973.0,-26.15,26.183329999999998,"(-26.150000, 26.183330)"
540,Lillaverke,14650,Valid,H5,6862.0,Fell,1930.0,56.65,15.866670000000001,"(56.650000, 15.866670)"
541,Limerick,14652,Valid,H5,50000.0,Fell,1813.0,52.566669999999995,-8.78333,"(52.566670, -8.783330)"
542,Linum,14655,Valid,L6,1862.0,Fell,1854.0,52.75,12.9,"(52.750000, 12.900000)"
543,Lishui,14659,Valid,L5,498.0,Fell,1978.0,31.633329999999997,118.98333000000001,"(31.633330, 118.983330)"
544,Lissa,14661,Valid,L6,12800.0,Fell,1808.0,50.2,14.85,"(50.200000, 14.850000)"
545,Little Piney,14664,Valid,L5,491.0,Fell,1839.0,37.91667,-92.08333,"(37.916670, -92.083330)"
546,Lixna,14670,Valid,H4,5213.0,Fell,1820.0,56.0,26.433329999999998,"(56.000000, 26.433330)"
547,Lodran,14675,Valid,Lodranite,1000.0,Fell,1868.0,29.53333,71.8,"(29.533330, 71.800000)"
548,Lohawat,14678,Valid,Howardite,40000.0,Fell,1994.0,26.965559999999996,72.62666999999999,"(26.965560, 72.626670)"
549,Lorton,52843,Valid,L6,329.7,Fell,2010.0,38.70066,-77.21163,"(38.700660, -77.211630)"
550,Los Martinez,14708,Valid,L6,25.0,Fell,1894.0,38.0,-0.8333299999999999,"(38.000000, -0.833330)"
551,Lost City,14711,Valid,H5,17000.0,Fell,1970.0,36.00833,-95.15,"(36.008330, -95.150000)"
552,Louisville,14716,Valid,L6,1300.0,Fell,1977.0,38.25,-85.75,"(38.250000, -85.750000)"
553,Łowicz,14718,Valid,Mesosiderite-A3,59000.0,Fell,1935.0,52.0,19.91667,"(52.000000, 19.916670)"
554,Lua,14721,Valid,L5,9241.0,Fell,1926.0,24.95,75.15,"(24.950000, 75.150000)"
555,Lucé,14724,Valid,L6,3500.0,Fell,1768.0,47.85,0.48333000000000004,"(47.850000, 0.483330)"
556,Lumpkin,14753,Valid,L6,340.0,Fell,1869.0,32.03333,-84.76666999999999,"(32.033330, -84.766670)"
557,Lunan,14754,Valid,H6,2520.0,Fell,1980.0,24.8,103.3,"(24.800000, 103.300000)"
558,Lundsgård,14755,Valid,L6,11000.0,Fell,1889.0,56.21666999999999,13.03333,"(56.216670, 13.033330)"
559,Luotolax,14756,Valid,Howardite,885.0,Fell,1813.0,61.2,27.7,"(61.200000, 27.700000)"
560,Luponnas,14757,Valid,H3-5,14000.0,Fell,1753.0,46.21667,5.0,"(46.216670, 5.000000)"
561,Lusaka,14759,Valid,Unknown,,Fell,1951.0,-7.21667,29.433329999999998,"(-7.216670, 29.433330)"
562,Mabwe-Khoywa,14764,Valid,L5,540.0,Fell,1937.0,19.0,97.0,"(19.000000, 97.000000)"
563,Macau,15370,Valid,H5,1500.0,Fell,1836.0,-5.2,-36.66667,"(-5.200000, -36.666670)"
564,Machinga,15371,Valid,L6,93200.0,Fell,1981.0,-15.21222,35.24222,"(-15.212220, 35.242220)"
565,Macibini,15372,Valid,Eucrite-pmict,1995.0,Fell,1936.0,-28.83333,31.95,"(-28.833330, 31.950000)"
566,Madhipura,15379,Valid,L,1000.0,Fell,1950.0,25.91667,86.36667,"(25.916670, 86.366670)"
567,Madiun,15380,Valid,L6,400.0,Fell,1935.0,-7.75,111.53333,"(-7.750000, 111.533330)"
568,Madrid,15382,Valid,L6,400.0,Fell,1896.0,40.41667,-3.7166699999999997,"(40.416670, -3.716670)"
569,Mafra,15383,Valid,L3-4,600.0,Fell,1941.0,-26.16667,-49.93333,"(-26.166670, -49.933330)"
570,Magnesia,15386,Valid,"Iron, IAB-sHL",5000.0,Fell,1899.0,37.86667,27.51667,"(37.866670, 27.516670)"
571,Magombedze,15387,Valid,H3-5,666.6,Fell,1990.0,-19.48333,31.65,"(-19.483330, 31.650000)"
572,Mahadevpur,47361,Valid,H4/5,70500.0,Fell,2007.0,27.66667,95.78333,"(27.666670, 95.783330)"
573,Maigatari-Danduma,30751,Valid,H5/6,4629.0,Fell,2004.0,12.83333,9.38333,"(12.833330, 9.383330)"
574,Malaga,15393,Valid,OC,150.0,Fell,1933.0,32.21667,-104.0,"(32.216670, -104.000000)"
575,Malakal,15394,Valid,L5,2000.0,Fell,1970.0,9.5,31.75,"(9.500000, 31.750000)"
576,Malampaka,15395,Valid,H,470.0,Fell,1930.0,-3.13333,33.51667,"(-3.133330, 33.516670)"
577,Malotas,15397,Valid,H5,,Fell,1931.0,-28.933329999999998,-63.23333,"(-28.933330, -63.233330)"
578,Malvern,15400,Valid,Eucrite-pmict,807.0,Fell,1933.0,-29.45,26.76667,"(-29.450000, 26.766670)"
579,Mamra Springs,15401,Valid,L6,1000.0,Fell,1927.0,45.21667,62.083330000000004,"(45.216670, 62.083330)"
580,Manbhoom,15402,Valid,LL6,1700.0,Fell,1863.0,23.05,86.7,"(23.050000, 86.700000)"
581,Manegaon,15403,Valid,Diogenite,50.0,Fell,1843.0,20.96667,76.1,"(20.966670, 76.100000)"
582,Mangwendi,15405,Valid,LL6,22300.0,Fell,1934.0,-17.65,31.6,"(-17.650000, 31.600000)"
583,Manych,15409,Valid,LL3.4,3555.0,Fell,1951.0,45.81667,44.63333,"(45.816670, 44.633330)"
584,Mardan,15414,Valid,H5,4500.0,Fell,1948.0,34.23333,72.08333,"(34.233330, 72.083330)"
585,Maria Linden,15418,Valid,L4,114.0,Fell,1925.0,,,
586,Mariaville,15419,Valid,Iron,340.0,Fell,1898.0,42.71667,-99.38333,"(42.716670, -99.383330)"
587,Maribo,48973,Valid,CM2,25.81,Fell,2009.0,54.76183,11.46745,"(54.761830, 11.467450)"
588,Maridi,15421,Valid,H6,3200.0,Fell,1941.0,4.66667,29.25,"(4.666670, 29.250000)"
589,Marilia,15422,Valid,H4,2500.0,Fell,1971.0,-22.25,-49.93333,"(-22.250000, -49.933330)"
590,Marion (Iowa),15424,Valid,L6,28400.0,Fell,1847.0,41.9,-91.6,"(41.900000, -91.600000)"
591,Marjalahti,15426,Valid,"Pallasite, PMG",45000.0,Fell,1902.0,61.5,30.5,"(61.500000, 30.500000)"
592,Marmande,15429,Valid,L5,3000.0,Fell,1848.0,44.5,0.15,"(44.500000, 0.150000)"
593,Maromandia,15430,Valid,L6,6000.0,Fell,2002.0,-14.2,48.1,"(-14.200000, 48.100000)"
594,Maryville,15436,Valid,L6,1443.0,Fell,1983.0,35.8,-84.1,"(35.800000, -84.100000)"
595,Mascombes,15438,Valid,L6,1000.0,Fell,1836.0,45.36667,1.86667,"(45.366670, 1.866670)"
596,Mason Gully,53653,Valid,H5,24.54,Fell,2010.0,0.0,0.0,"(0.000000, 0.000000)"
597,Mässing,15443,Valid,Howardite,1600.0,Fell,1803.0,48.13333,12.61667,"(48.133330, 12.616670)"
598,Mauerkirchen,15446,Valid,L6,19000.0,Fell,1768.0,48.18333,13.133329999999999,"(48.183330, 13.133330)"
599,Mauritius,15447,Valid,L6,220.0,Fell,1801.0,-20.0,57.0,"(-20.000000, 57.000000)"
600,Mayo Belwa,15451,Valid,Aubrite,4850.0,Fell,1974.0,8.96667,12.08333,"(8.966670, 12.083330)"
601,Mazapil,15453,Valid,"Iron, IAB-sLL",4000.0,Fell,1885.0,24.683329999999998,-101.68333,"(24.683330, -101.683330)"
602,Maziba,15454,Valid,L6,4975.0,Fell,1942.0,-1.2166700000000001,30.0,"(-1.216670, 30.000000)"
603,Mbale,15455,Valid,L5/6,150000.0,Fell,1992.0,1.06667,34.16667,"(1.066670, 34.166670)"
604,Medanitos,15467,Valid,Eucrite-cm,31.0,Fell,1953.0,-27.25,-67.5,"(-27.250000, -67.500000)"
605,Meerut,15469,Valid,H5,22.0,Fell,1861.0,29.01667,77.8,"(29.016670, 77.800000)"
606,Meester-Cornelis,15470,Valid,H5,24750.0,Fell,1915.0,-6.2333300000000005,106.88333,"(-6.233330, 106.883330)"
607,Menow,15485,Valid,H4,10500.0,Fell,1862.0,53.183330000000005,13.15,"(53.183330, 13.150000)"
608,Menziswyl,15486,Valid,L5,28.9,Fell,1903.0,46.818670000000004,7.21817,"(46.818670, 7.218170)"
609,Mern,15489,Valid,L6,4000.0,Fell,1878.0,55.05,12.06667,"(55.050000, 12.066670)"
610,Meru,15491,Valid,LL6,6000.0,Fell,1945.0,0.0,37.66667,"(0.000000, 37.666670)"
611,Merua,15492,Valid,H5,71400.0,Fell,1920.0,25.48333,81.98333000000001,"(25.483330, 81.983330)"
612,Messina,15495,Valid,L5,2405.0,Fell,1955.0,38.18333,15.566670000000002,"(38.183330, 15.566670)"
613,Meuselbach,16626,Valid,L6,870.0,Fell,1897.0,50.58333,11.1,"(50.583330, 11.100000)"
614,Mezel,16627,Valid,L6,1300.0,Fell,1949.0,45.76667,3.25,"(45.766670, 3.250000)"
615,Mezö-Madaras,16628,Valid,L3.7,22700.0,Fell,1852.0,46.5,25.73333,"(46.500000, 25.733330)"
616,Mhow,16629,Valid,L6,350.0,Fell,1827.0,25.9,83.61667,"(25.900000, 83.616670)"
617,Mianchi,16631,Valid,H5,1100.0,Fell,1980.0,34.8,111.7,"(34.800000, 111.700000)"
618,Middlesbrough,16632,Valid,L6,1600.0,Fell,1881.0,54.566669999999995,-1.16667,"(54.566670, -1.166670)"
619,Mifflin,52090,Valid,L5,3584.0,Fell,2010.0,42.9075,-90.36556,"(42.907500, -90.365560)"
620,Mighei,16634,Valid,CM2,8000.0,Fell,1889.0,48.06667,30.96667,"(48.066670, 30.966670)"
621,Mihonoseki,16635,Valid,L6,6380.0,Fell,1992.0,35.568329999999996,133.22,"(35.568330, 133.220000)"
622,Mike,16636,Valid,L6,224.2,Fell,1944.0,46.23333,17.53333,"(46.233330, 17.533330)"
623,Milena,16640,Valid,L6,10000.0,Fell,1842.0,46.18333,16.1,"(46.183330, 16.100000)"
624,Millbillillie,16643,Valid,Eucrite-mmict,330000.0,Fell,1960.0,-26.45,120.36667,"(-26.450000, 120.366670)"
625,Miller (Arkansas),16645,Valid,H5,16700.0,Fell,1930.0,35.4,-92.05,"(35.400000, -92.050000)"
626,Minamino,16692,Valid,L,1040.0,Fell,1632.0,35.07833,136.93333,"(35.078330, 136.933330)"
627,Mineo,16696,Valid,Pallasite,42.0,Fell,1826.0,37.28333,14.7,"(37.283330, 14.700000)"
628,Min-Fan-Zhun,16697,Valid,LL6,5500.0,Fell,1952.0,32.33333,120.66667,"(32.333330, 120.666670)"
629,Minnichhof,16700,Valid,OC,550.0,Fell,1905.0,47.7,16.6,"(47.700000, 16.600000)"
630,Mirzapur,16701,Valid,L5,8510.0,Fell,1910.0,25.683329999999998,83.25,"(25.683330, 83.250000)"
631,Misshof,16703,Valid,H5,5800.0,Fell,1890.0,56.666669999999996,23.0,"(56.666670, 23.000000)"
632,Mjelleim,16707,Valid,H,100.7,Fell,1898.0,61.73333,5.933330000000001,"(61.733330, 5.933330)"
633,Mocs,16709,Valid,L5-6,300000.0,Fell,1882.0,46.8,24.03333,"(46.800000, 24.033330)"
634,Modoc (1905),16711,Valid,L6,35000.0,Fell,1905.0,38.5,-101.1,"(38.500000, -101.100000)"
635,Mokoia,16713,Valid,CV3,4500.0,Fell,1908.0,-39.63333,174.4,"(-39.633330, 174.400000)"
636,Molina,16715,Valid,H5,144000.0,Fell,1858.0,38.11667,-1.16667,"(38.116670, -1.166670)"
637,Molteno,16717,Valid,Howardite,150.0,Fell,1953.0,-31.25,26.46667,"(-31.250000, 26.466670)"
638,Monahans (1998),16719,Valid,H5,2587.0,Fell,1998.0,31.60833,-102.85833000000001,"(31.608330, -102.858330)"
639,Monroe,16720,Valid,H4,8600.0,Fell,1849.0,35.25,-80.5,"(35.250000, -80.500000)"
640,Monte das Fortes,16725,Valid,L5,4885.0,Fell,1950.0,38.01667,-8.25,"(38.016670, -8.250000)"
641,Monte Milone,16726,Valid,L5,3130.0,Fell,1846.0,43.26667,13.35,"(43.266670, 13.350000)"
642,Montferré,16727,Valid,H5,149000.0,Fell,1923.0,43.39056,1.9625,"(43.390560, 1.962500)"
643,Montlivault,16729,Valid,L6,500.0,Fell,1838.0,47.63333,1.58333,"(47.633330, 1.583330)"
644,Monze,16733,Valid,L6,,Fell,1950.0,-15.96667,27.35,"(-15.966670, 27.350000)"
645,Moore County,16736,Valid,Eucrite-cm,1880.0,Fell,1913.0,35.41667,-79.38333,"(35.416670, -79.383330)"
646,Mooresfort,16737,Valid,H5,3520.0,Fell,1810.0,52.45,-8.33333,"(52.450000, -8.333330)"
647,Moorleah,16738,Valid,L6,8887.5,Fell,1930.0,-40.975,145.6,"(-40.975000, 145.600000)"
648,Moradabad,16740,Valid,L6,70.0,Fell,1808.0,28.78333,78.83333,"(28.783330, 78.833330)"
649,Morávka,16742,Valid,H5,633.0,Fell,2000.0,49.6,18.53333,"(49.600000, 18.533330)"
650,Mornans,16747,Valid,H5,1300.0,Fell,1875.0,44.6,5.13333,"(44.600000, 5.133330)"
651,Moss,36592,Valid,CO3.6,3763.0,Fell,2006.0,59.433330000000005,10.7,"(59.433330, 10.700000)"
652,Moti-ka-nagla,16759,Valid,H6,1500.0,Fell,1868.0,26.83333,77.33333,"(26.833330, 77.333330)"
653,Motta di Conti,16762,Valid,H4,9150.0,Fell,1868.0,45.2,8.5,"(45.200000, 8.500000)"
654,Mount Browne,16766,Valid,H6,11300.0,Fell,1902.0,-29.8,141.7,"(-29.800000, 141.700000)"
655,Mount Tazerzait,16804,Valid,L5,110000.0,Fell,1991.0,18.7,4.8,"(18.700000, 4.800000)"
656,Mount Vaisi,16805,Valid,Stone-uncl,17000.0,Fell,1637.0,44.08333,6.86667,"(44.083330, 6.866670)"
657,Mtola,16820,Valid,Stone-uncl,1100.0,Fell,1944.0,-11.5,33.5,"(-11.500000, 33.500000)"
658,Muddoor,16841,Valid,L5,4400.0,Fell,1865.0,12.63333,77.01666999999999,"(12.633330, 77.016670)"
659,Mulletiwu,16851,Valid,L,25.5,Fell,1795.0,9.33333,80.83333,"(9.333330, 80.833330)"
660,Muraid,16874,Valid,L6,4703.0,Fell,1924.0,24.5,90.21667,"(24.500000, 90.216670)"
661,Murchison,16875,Valid,CM2,100000.0,Fell,1969.0,-36.61667,145.2,"(-36.616670, 145.200000)"
662,Murray,16882,Valid,CM2,12600.0,Fell,1950.0,36.6,-88.1,"(36.600000, -88.100000)"
663,Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245.0,Fell,1964.0,26.133329999999997,85.53333,"(26.133330, 85.533330)"
664,Myhee Caunta,16887,Valid,OC,,Fell,1842.0,23.05,72.63333,"(23.050000, 72.633330)"
665,Nadiabondi,16889,Valid,H5,8165.0,Fell,1956.0,12.0,1.0,"(12.000000, 1.000000)"
666,Nagai,16890,Valid,L6,1810.0,Fell,1922.0,38.12167,140.06167,"(38.121670, 140.061670)"
667,Nagaria,16892,Valid,Eucrite-cm,20.0,Fell,1875.0,26.98333,78.21667,"(26.983330, 78.216670)"
668,Nagy-Borové,16893,Valid,L5,6100.0,Fell,1895.0,49.16667,19.5,"(49.166670, 19.500000)"
669,Nakhla,16898,Valid,Martian (nakhlite),10000.0,Fell,1911.0,31.316670000000002,30.35,"(31.316670, 30.350000)"
670,Nakhon Pathom,16899,Valid,L6,23200.0,Fell,1923.0,13.733329999999999,100.08333,"(13.733330, 100.083330)"
671,Nammianthal,16902,Valid,H5,4500.0,Fell,1886.0,12.28333,79.2,"(12.283330, 79.200000)"
672,Nan Yang Pao,16903,Valid,L6,52900.0,Fell,1917.0,35.66667,103.5,"(35.666670, 103.500000)"
673,Nanjemoy,16904,Valid,H6,7500.0,Fell,1825.0,38.41667,-77.16667,"(38.416670, -77.166670)"
674,Nantong,16907,Valid,H6,529.0,Fell,1984.0,32.11667,121.8,"(32.116670, 121.800000)"
675,Naoki,16908,Valid,H6,17000.0,Fell,1928.0,19.25,77.0,"(19.250000, 77.000000)"
676,Naragh,16909,Valid,H6,2700.0,Fell,1974.0,33.75,51.5,"(33.750000, 51.500000)"
677,Narellan,16912,Valid,L6,367.5,Fell,1928.0,-34.05,150.68889,"(-34.050000, 150.688890)"
678,Narni,16914,Valid,Stone-uncl,,Fell,920.0,42.51667,12.51667,"(42.516670, 12.516670)"
679,Nassirah,16922,Valid,H4,347.0,Fell,1936.0,-21.73333,165.9,"(-21.733330, 165.900000)"
680,Natal,16923,Valid,Stone-uncl,1.4,Fell,1973.0,,,
681,Nawapali,16927,Valid,CM2,105.0,Fell,1890.0,21.25,83.66667,"(21.250000, 83.666670)"
682,Neagari,16934,Valid,L6,420.0,Fell,1995.0,36.44917,136.46528,"(36.449170, 136.465280)"
683,Nedagolla,16935,Valid,"Iron, ungrouped",4500.0,Fell,1870.0,18.683329999999998,83.48333000000001,"(18.683330, 83.483330)"
684,Nejo,16941,Valid,L6,2450.0,Fell,1970.0,9.5,35.33333,"(9.500000, 35.333330)"
685,Nerft,16945,Valid,L6,10250.0,Fell,1864.0,56.5,21.5,"(56.500000, 21.500000)"
686,Neuschwanstein,16950,Valid,EL6,6189.0,Fell,2002.0,47.525,10.80833,"(47.525000, 10.808330)"
687,New Concord,16953,Valid,L6,230000.0,Fell,1860.0,40.0,-81.76666999999999,"(40.000000, -81.766670)"
688,New Halfa,16954,Valid,L4,12000.0,Fell,1994.0,15.366670000000001,35.68333,"(15.366670, 35.683330)"
689,New Orleans,16960,Valid,H5,19256.0,Fell,2003.0,29.94718,-90.10976,"(29.947180, -90.109760)"
690,Ngawi,16966,Valid,LL3.6,1393.0,Fell,1883.0,-7.45,111.41667,"(-7.450000, 111.416670)"
691,N'Goureyma,16968,Valid,"Iron, ungrouped",37500.0,Fell,1900.0,13.85,-4.38333,"(13.850000, -4.383330)"
692,Nicorps,16970,Valid,Stone-uncl,,Fell,1750.0,49.03333,-1.43333,"(49.033330, -1.433330)"
693,Niger (L6),16974,Valid,L6,3.3,Fell,1967.0,,,
694,Niger (LL6),16975,Valid,LL6,3.3,Fell,1967.0,,,
695,Nikolaevka,16976,Valid,H4,3996.0,Fell,1935.0,52.45,78.63333,"(52.450000, 78.633330)"
696,Nikolskoe,16977,Valid,L4,6000.0,Fell,1954.0,56.11666999999999,37.33333,"(56.116670, 37.333330)"
697,Ningbo,16980,Valid,"Iron, IVA",14250.0,Fell,1975.0,29.866670000000003,121.48333000000001,"(29.866670, 121.483330)"
698,Ningqiang,16981,Valid,C3-ung,4610.0,Fell,1983.0,32.925,105.90666999999999,"(32.925000, 105.906670)"
699,Nio,16982,Valid,H3-4,467.0,Fell,1897.0,34.2,131.56667,"(34.200000, 131.566670)"
700,N'Kandhla,16983,Valid,"Iron, IID",17200.0,Fell,1912.0,-28.566670000000002,30.7,"(-28.566670, 30.700000)"
701,Nobleborough,16984,Valid,Eucrite-pmict,2300.0,Fell,1823.0,44.08333,-69.48333000000001,"(44.083330, -69.483330)"
702,Noblesville,16985,Valid,H4-6,483.7,Fell,1991.0,40.08528,-86.055,"(40.085280, -86.055000)"
703,Nogata,16988,Valid,L6,472.0,Fell,860.0,33.725,130.75,"(33.725000, 130.750000)"
704,Nogoya,16989,Valid,CM2,4000.0,Fell,1879.0,-32.36667,-59.833330000000004,"(-32.366670, -59.833330)"
705,Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,1918.0,36.21667,-92.26666999999999,"(36.216670, -92.266670)"
706,Norton County,17922,Valid,Aubrite,1100000.0,Fell,1948.0,39.68333,-99.86667,"(39.683330, -99.866670)"
707,Noventa Vicentina,17930,Valid,H4,177.0,Fell,1971.0,45.29167,11.52722,"(45.291670, 11.527220)"
708,Novo-Urei,17933,Valid,Ureilite,1900.0,Fell,1886.0,54.816669999999995,46.0,"(54.816670, 46.000000)"
709,Novy-Ergi,17934,Valid,Stone-uncl,,Fell,1662.0,58.55,31.33333,"(58.550000, 31.333330)"
710,Novy-Projekt,17935,Valid,OC,1001.0,Fell,1908.0,56.0,22.0,"(56.000000, 22.000000)"
711,Noyan-Bogdo,17936,Valid,L6,250.0,Fell,1933.0,42.91667,102.46667,"(42.916670, 102.466670)"
712,Nuevo Mercurio,17938,Valid,H5,50000.0,Fell,1978.0,24.3,-102.13333,"(24.300000, -102.133330)"
713,Nulles,17959,Valid,H6,5000.0,Fell,1851.0,41.63333,0.75,"(41.633330, 0.750000)"
714,Numakai,17960,Valid,H4,363.0,Fell,1925.0,43.33333,141.86667,"(43.333330, 141.866670)"
715,Nyaung,17969,Valid,"Iron, IIIAB",737.6,Fell,1939.0,21.20833,94.91667,"(21.208330, 94.916670)"
716,Nyirábrany,17970,Valid,LL5,1100.0,Fell,1914.0,47.55,22.025,"(47.550000, 22.025000)"
717,Ochansk,17979,Valid,H4,500000.0,Fell,1887.0,57.78333000000001,55.26667,"(57.783330, 55.266670)"
718,Oesede,17988,Valid,H5,1400.0,Fell,1927.0,52.28333,8.05,"(52.283330, 8.050000)"
719,Oesel,17989,Valid,L6,6000.0,Fell,1855.0,58.5,23.0,"(58.500000, 23.000000)"
720,Ofehértó,17990,Valid,L6,3750.0,Fell,1900.0,47.88333,22.03333,"(47.883330, 22.033330)"
721,Ogi,17994,Valid,H6,14360.0,Fell,1741.0,33.28333,130.2,"(33.283330, 130.200000)"
722,Ohaba,17995,Valid,H5,16250.0,Fell,1857.0,46.06667,23.58333,"(46.066670, 23.583330)"
723,Ohuma,17996,Valid,L5,7700.0,Fell,1963.0,6.75,8.5,"(6.750000, 8.500000)"
724,Ojuelos Altos,17997,Valid,L6,5850.0,Fell,1926.0,38.18333,-5.4,"(38.183330, -5.400000)"
725,Okabe,17998,Valid,H5,194.0,Fell,1958.0,36.18333,139.21667,"(36.183330, 139.216670)"
726,Okano,18000,Valid,"Iron, IIAB",4742.0,Fell,1904.0,35.08333,135.2,"(35.083330, 135.200000)"
727,Okniny,18002,Valid,LL6,12000.0,Fell,1834.0,50.83333,25.5,"(50.833330, 25.500000)"
728,Oldenburg (1930),18009,Valid,L6,16570.0,Fell,1930.0,52.95,8.16667,"(52.950000, 8.166670)"
729,Oliva-Gandia,18012,Valid,Stone-uncl,,Fell,1519.0,39.0,-0.03333,"(39.000000, -0.033330)"
730,Olivenza,18013,Valid,LL5,150000.0,Fell,1924.0,38.71667,-7.066669999999999,"(38.716670, -7.066670)"
731,Olmedilla de Alarcón,18015,Valid,H5,40000.0,Fell,1929.0,39.56667,-2.1,"(39.566670, -2.100000)"
732,Omolon,18019,Valid,"Pallasite, PMG",250000.0,Fell,1981.0,64.02,161.80833,"(64.020000, 161.808330)"
733,Orgueil,18026,Valid,CI1,14000.0,Fell,1864.0,43.88333,1.38333,"(43.883330, 1.383330)"
734,Orlando,34489,Valid,Eucrite,180.0,Fell,2004.0,28.5475,-81.36222,"(28.547500, -81.362220)"
735,Ornans,18030,Valid,CO3.4,6000.0,Fell,1868.0,47.11667,6.15,"(47.116670, 6.150000)"
736,Ortenau,18033,Valid,Stone-uncl,4500.0,Fell,1671.0,48.5,8.0,"(48.500000, 8.000000)"
737,Orvinio,18034,Valid,H6,3400.0,Fell,1872.0,42.13333,12.93333,"(42.133330, 12.933330)"
738,Oterøy,18042,Valid,L6,246.0,Fell,1928.0,58.88333000000001,9.4,"(58.883330, 9.400000)"
739,Otomi,18045,Valid,H,6510.0,Fell,1867.0,38.4,140.35,"(38.400000, 140.350000)"
740,Ottawa,18046,Valid,LL6,840.0,Fell,1896.0,38.6,-95.21667,"(38.600000, -95.216670)"
741,Ouadangou,56729,Valid,L5,4440.0,Fell,2003.0,12.9,0.08,"(12.900000, 0.080000)"
742,Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986.0,30.18,-6.57717,"(30.180000, -6.577170)"
743,Oum Dreyga,31282,Valid,H3-5,17000.0,Fell,2003.0,24.3,-13.1,"(24.300000, -13.100000)"
744,Ourique,18052,Valid,H4,20000.0,Fell,1998.0,37.60833,-8.28,"(37.608330, -8.280000)"
745,Ovambo,18055,Valid,L6,121.5,Fell,1900.0,-18.0,16.0,"(-18.000000, 16.000000)"
746,Oviedo,18058,Valid,H5,205.0,Fell,1856.0,43.4,-5.86667,"(43.400000, -5.866670)"
747,Owrucz,18062,Valid,OC,,Fell,1775.0,51.33333,28.83333,"(51.333330, 28.833330)"
748,Pacula,18068,Valid,L6,3400.0,Fell,1881.0,21.05,-99.3,"(21.050000, -99.300000)"
749,Padvarninkai,18069,Valid,Eucrite-mmict,3858.0,Fell,1929.0,55.666669999999996,25.0,"(55.666670, 25.000000)"
750,Paitan,18072,Valid,H6,515.0,Fell,1910.0,17.74333,120.45583,"(17.743330, 120.455830)"
751,Palahatchie,18073,Valid,OC,,Fell,1910.0,32.31667,-89.71667,"(32.316670, -89.716670)"
